 ,Label,Area,Circ.,AR,Round,Solidity
1,image4_thresholded.tif,188.013,0.797,1.127,0.887,0.918
2,image4_thresholded.tif,375.181,0.843,1.466,0.682,0.952
3,image4_thresholded.tif,401.376,0.863,1.458,0.686,0.953
4,image4_thresholded.tif,147.453,0.927,1.082,0.924,0.948
5,image4_thresholded.tif,175.338,0.861,1.446,0.692,0.939
6,image4_thresholded.tif,190.125,0.784,1.224,0.817,0.922
7,image4_thresholded.tif,166.043,0.724,1.300,0.769,0.921
8,image4_thresholded.tif,170.690,0.838,1.385,0.722,0.936
9,image4_thresholded.tif,300.821,0.846,1.546,0.647,0.951
10,image4_thresholded.tif,235.755,0.871,1.279,0.782,0.936
11,image4_thresholded.tif,183.365,0.816,1.518,0.659,0.918
12,image4_thresholded.tif,392.926,0.805,1.607,0.622,0.944
13,image4_thresholded.tif,141.960,0.594,1.189,0.841,0.846
14,image4_thresholded.tif,176.605,0.875,1.137,0.879,0.922
15,image4_thresholded.tif,345.183,0.805,1.647,0.607,0.940
16,image4_thresholded.tif,192.238,0.884,1.092,0.916,0.935
17,image4_thresholded.tif,205.335,0.741,1.725,0.580,0.898
18,image4_thresholded.tif,179.563,0.855,1.571,0.637,0.950
19,image4_thresholded.tif,179.985,0.931,1.280,0.781,0.951
20,image4_thresholded.tif,187.168,0.866,1.073,0.932,0.936
21,image4_thresholded.tif,411.516,0.840,1.521,0.657,0.951
22,image4_thresholded.tif,174.493,0.916,1.135,0.881,0.947
23,image4_thresholded.tif,202.800,0.777,1.432,0.698,0.937
24,image4_thresholded.tif,165.620,0.820,1.614,0.620,0.928
25,image4_thresholded.tif,141.538,0.863,1.246,0.802,0.936
26,image4_thresholded.tif,310.961,0.894,1.279,0.782,0.952
27,image4_thresholded.tif,87.880,0.906,1.157,0.864,0.920
28,image4_thresholded.tif,189.280,0.853,1.314,0.761,0.941
29,image4_thresholded.tif,190.548,0.806,1.821,0.549,0.939
30,image4_thresholded.tif,398.841,0.854,1.416,0.706,0.948
31,image4_thresholded.tif,190.548,0.848,1.453,0.688,0.933
32,image4_thresholded.tif,197.730,0.770,1.849,0.541,0.926
33,image4_thresholded.tif,173.225,0.869,1.393,0.718,0.937
34,image4_thresholded.tif,381.941,0.862,1.522,0.657,0.956
35,image4_thresholded.tif,326.171,0.869,1.257,0.796,0.948
36,image4_thresholded.tif,356.591,0.828,1.398,0.715,0.945
37,image4_thresholded.tif,193.505,0.832,1.556,0.643,0.922
38,image4_thresholded.tif,205.758,0.634,1.809,0.553,0.863
39,image4_thresholded.tif,164.775,0.740,1.505,0.665,0.892
40,image4_thresholded.tif,171.535,0.868,1.363,0.734,0.933
41,image4_thresholded.tif,157.593,0.638,2.140,0.467,0.906
42,image4_thresholded.tif,196.040,0.853,1.136,0.880,0.934
43,image4_thresholded.tif,200.688,0.765,1.273,0.785,0.908
44,image4_thresholded.tif,206.603,0.725,1.238,0.808,0.920
45,image4_thresholded.tif,220.123,0.813,1.320,0.757,0.912
46,image4_thresholded.tif,155.058,0.652,2.068,0.484,0.875
47,image4_thresholded.tif,362.083,0.838,1.600,0.625,0.946
48,image4_thresholded.tif,182.520,0.779,1.366,0.732,0.923
49,image4_thresholded.tif,180.408,0.774,1.896,0.527,0.942
50,image4_thresholded.tif,179.985,0.763,1.491,0.671,0.909
51,image4_thresholded.tif,185.900,0.926,1.120,0.893,0.946
52,image4_thresholded.tif,370.111,0.845,1.293,0.773,0.940
53,image4_thresholded.tif,182.520,0.896,1.430,0.699,0.949
54,image4_thresholded.tif,185.055,0.518,1.120,0.893,0.854
55,image4_thresholded.tif,207.025,0.755,1.917,0.522,0.918
56,image4_thresholded.tif,183.365,0.714,1.685,0.593,0.913
57,image4_thresholded.tif,176.183,0.897,1.395,0.717,0.943
58,image4_thresholded.tif,170.268,0.873,1.206,0.829,0.934
59,image4_thresholded.tif,213.363,0.741,1.618,0.618,0.926
60,image4_thresholded.tif,155.903,0.669,1.727,0.579,0.873
61,image4_thresholded.tif,193.083,0.772,1.627,0.615,0.924
62,image4_thresholded.tif,199.420,0.785,1.649,0.606,0.925
63,image4_thresholded.tif,377.293,0.809,1.707,0.586,0.936
64,image4_thresholded.tif,218.433,0.860,1.388,0.721,0.936
65,image4_thresholded.tif,190.548,0.767,1.573,0.636,0.924
66,image4_thresholded.tif,176.605,0.666,2.140,0.467,0.909
67,image4_thresholded.tif,175.338,0.921,1.243,0.805,0.946
68,image4_thresholded.tif,89.148,0.704,1.329,0.752,0.854
69,image4_thresholded.tif,190.125,0.849,1.272,0.786,0.938
70,image4_thresholded.tif,212.940,0.780,1.431,0.699,0.935
71,image4_thresholded.tif,180.830,0.888,1.281,0.781,0.938
72,image4_thresholded.tif,118.300,0.795,1.231,0.812,0.908
73,image4_thresholded.tif,191.393,0.880,1.102,0.907,0.949
74,image4_thresholded.tif,344.338,0.688,1.852,0.540,0.892
75,image4_thresholded.tif,321.523,0.796,1.603,0.624,0.946
76,image4_thresholded.tif,171.113,0.879,1.264,0.791,0.936
77,image4_thresholded.tif,161.818,0.939,1.123,0.891,0.950
78,image4_thresholded.tif,171.535,0.887,1.351,0.740,0.933
79,image4_thresholded.tif,457.146,0.866,1.202,0.832,0.949
80,image4_thresholded.tif,331.241,0.720,1.727,0.579,0.929
81,image4_thresholded.tif,164.353,0.837,1.478,0.677,0.933
82,image4_thresholded.tif,166.043,0.846,1.543,0.648,0.936
83,image4_thresholded.tif,362.928,0.853,1.429,0.700,0.946
84,image4_thresholded.tif,191.815,0.882,1.245,0.803,0.940
85,image4_thresholded.tif,618.964,0.653,1.997,0.501,0.895
86,image4_thresholded.tif,180.408,0.880,1.198,0.835,0.936
87,image4_thresholded.tif,190.125,0.869,1.346,0.743,0.931
88,image4_thresholded.tif,179.140,0.918,1.279,0.782,0.954
89,image4_thresholded.tif,192.660,0.626,2.062,0.485,0.909
90,image4_thresholded.tif,190.970,0.773,1.607,0.622,0.932
91,image4_thresholded.tif,197.730,0.861,1.309,0.764,0.934
92,image4_thresholded.tif,177.450,0.728,1.576,0.634,0.903
93,image4_thresholded.tif,359.126,0.815,1.160,0.862,0.943
94,image4_thresholded.tif,191.815,0.877,1.274,0.785,0.935
95,image4_thresholded.tif,189.280,0.824,1.529,0.654,0.931
96,image4_thresholded.tif,77.740,0.936,1.086,0.921,0.925
97,image4_thresholded.tif,214.208,0.765,1.531,0.653,0.918
98,image4_thresholded.tif,177.450,0.768,1.580,0.633,0.915
99,image4_thresholded.tif,182.520,0.852,1.568,0.638,0.936
100,image4_thresholded.tif,332.086,0.862,1.409,0.710,0.952
101,image4_thresholded.tif,190.970,0.843,1.471,0.680,0.928
102,image4_thresholded.tif,189.703,0.591,2.750,0.364,0.881
103,image4_thresholded.tif,379.828,0.732,2.051,0.487,0.922
104,image4_thresholded.tif,214.630,0.843,1.502,0.666,0.946
105,image4_thresholded.tif,271.668,0.672,1.932,0.518,0.869
106,image4_thresholded.tif,176.183,0.812,1.389,0.720,0.906
107,image4_thresholded.tif,190.548,0.806,1.571,0.637,0.940
108,image4_thresholded.tif,220.123,0.802,1.767,0.566,0.935
109,image4_thresholded.tif,402.643,0.675,2.037,0.491,0.897
110,image4_thresholded.tif,168.578,0.920,1.161,0.862,0.942
111,image4_thresholded.tif,219.278,0.769,1.645,0.608,0.930
112,image4_thresholded.tif,197.730,0.832,1.526,0.655,0.935
113,image4_thresholded.tif,415.318,0.572,2.040,0.490,0.845
114,image4_thresholded.tif,368.843,0.876,1.148,0.871,0.951
115,image4_thresholded.tif,177.028,0.849,1.512,0.661,0.942
116,image4_thresholded.tif,210.828,0.858,1.386,0.722,0.941
117,image4_thresholded.tif,199.420,0.827,1.447,0.691,0.937
118,image4_thresholded.tif,200.688,0.923,1.147,0.872,0.951
119,image4_thresholded.tif,194.773,0.652,1.986,0.504,0.902
120,image4_thresholded.tif,197.730,0.685,1.911,0.523,0.872
121,image4_thresholded.tif,438.978,0.567,2.662,0.376,0.898
122,image4_thresholded.tif,196.040,0.734,2.036,0.491,0.918
123,image4_thresholded.tif,170.268,0.920,1.113,0.899,0.950
124,image4_thresholded.tif,198.153,0.857,1.360,0.735,0.931
125,image4_thresholded.tif,154.635,0.713,1.716,0.583,0.893
126,image4_thresholded.tif,176.605,0.836,1.393,0.718,0.936
127,image4_thresholded.tif,173.225,0.890,1.103,0.907,0.926
128,image4_thresholded.tif,174.915,0.671,1.592,0.628,0.887
129,image4_thresholded.tif,204.913,0.673,2.025,0.494,0.885
130,image4_thresholded.tif,206.180,0.672,1.896,0.527,0.893
131,image4_thresholded.tif,225.615,0.865,1.209,0.827,0.943
132,image4_thresholded.tif,210.405,0.656,1.947,0.514,0.915
133,image4_thresholded.tif,183.365,0.840,1.257,0.796,0.931
134,image4_thresholded.tif,195.618,0.907,1.141,0.876,0.943
135,image4_thresholded.tif,218.010,0.746,1.681,0.595,0.909
136,image4_thresholded.tif,165.620,0.889,1.294,0.773,0.939
137,image4_thresholded.tif,204.913,0.623,2.088,0.479,0.928
138,image4_thresholded.tif,147.875,0.726,1.605,0.623,0.903
139,image4_thresholded.tif,378.983,0.739,1.326,0.754,0.914
140,image4_thresholded.tif,179.563,0.895,1.430,0.699,0.944
141,image4_thresholded.tif,191.815,0.657,1.660,0.603,0.919
142,image4_thresholded.tif,179.140,0.829,1.728,0.579,0.946
143,image4_thresholded.tif,335.466,0.742,1.889,0.529,0.946
144,image4_thresholded.tif,197.730,0.856,1.370,0.730,0.934
145,image4_thresholded.tif,182.098,0.790,1.654,0.605,0.927
146,image4_thresholded.tif,201.533,0.820,1.525,0.656,0.931
147,image4_thresholded.tif,299.131,0.836,1.595,0.627,0.948
148,image4_thresholded.tif,186.323,0.854,1.417,0.706,0.942
149,image4_thresholded.tif,192.660,0.881,1.313,0.761,0.937
150,image4_thresholded.tif,124.215,0.881,1.389,0.720,0.925
151,image4_thresholded.tif,210.405,0.851,1.687,0.593,0.949
152,image4_thresholded.tif,208.715,0.787,1.812,0.552,0.918
153,image4_thresholded.tif,200.688,0.846,1.439,0.695,0.931
154,image4_thresholded.tif,197.730,0.805,1.429,0.700,0.922
155,image4_thresholded.tif,10.985,0.743,1.018,0.983,0.732
156,image4_thresholded.tif,303.778,0.819,1.527,0.655,0.938
157,image4_thresholded.tif,172.803,0.861,1.145,0.874,0.924
158,image4_thresholded.tif,178.295,0.914,1.181,0.847,0.946
159,image4_thresholded.tif,220.123,0.762,1.732,0.577,0.935
160,image4_thresholded.tif,196.040,0.853,1.243,0.805,0.932
161,image4_thresholded.tif,383.631,0.814,1.558,0.642,0.943
162,image4_thresholded.tif,201.110,0.801,1.684,0.594,0.935
163,image4_thresholded.tif,206.180,0.923,1.244,0.804,0.949
164,image4_thresholded.tif,487.988,0.811,1.521,0.657,0.923
165,image4_thresholded.tif,253.078,0.525,2.036,0.491,0.859
166,image4_thresholded.tif,188.858,0.927,1.104,0.905,0.951
167,image4_thresholded.tif,193.505,0.854,1.123,0.891,0.932
168,image4_thresholded.tif,164.353,0.897,1.412,0.708,0.940
169,image4_thresholded.tif,209.138,0.781,1.636,0.611,0.951
170,image4_thresholded.tif,186.745,0.726,1.946,0.514,0.929
171,image4_thresholded.tif,219.700,0.791,1.511,0.662,0.918
172,image4_thresholded.tif,208.715,0.946,1.124,0.890,0.960
173,image4_thresholded.tif,194.350,0.858,1.384,0.723,0.942
174,image4_thresholded.tif,179.563,0.775,1.686,0.593,0.922
175,image4_thresholded.tif,178.295,0.844,1.291,0.775,0.931
176,image4_thresholded.tif,203.223,0.897,1.160,0.862,0.934
177,image4_thresholded.tif,212.940,0.883,1.384,0.723,0.947
178,image4_thresholded.tif,176.183,0.824,1.540,0.649,0.915
179,image4_thresholded.tif,213.363,0.647,1.762,0.567,0.881
180,image4_thresholded.tif,251.811,0.825,1.722,0.581,0.946
181,image4_thresholded.tif,206.180,0.702,1.641,0.609,0.926
182,image4_thresholded.tif,190.125,0.900,1.433,0.698,0.948
183,image4_thresholded.tif,226.460,0.852,1.523,0.657,0.945
184,image4_thresholded.tif,381.941,0.718,1.830,0.546,0.940
185,image4_thresholded.tif,227.728,0.880,1.257,0.795,0.939
186,image4_thresholded.tif,184.633,0.882,1.373,0.728,0.945
187,image4_thresholded.tif,175.760,0.863,1.486,0.673,0.945
188,image4_thresholded.tif,178.295,0.803,1.612,0.620,0.933
189,image4_thresholded.tif,181.675,0.860,1.508,0.663,0.939
190,image4_thresholded.tif,153.790,0.813,1.061,0.943,0.919
191,image4_thresholded.tif,183.788,0.897,1.250,0.800,0.940
192,image4_thresholded.tif,196.463,0.911,1.103,0.907,0.940
193,image4_thresholded.tif,205.758,0.842,1.219,0.820,0.953
194,image4_thresholded.tif,234.910,0.714,1.835,0.545,0.916
195,image4_thresholded.tif,253.923,0.780,1.346,0.743,0.926
196,image4_thresholded.tif,212.518,0.791,1.429,0.700,0.910
197,image4_thresholded.tif,210.405,0.903,1.260,0.794,0.949
198,image4_thresholded.tif,206.180,0.725,2.058,0.486,0.910
199,image4_thresholded.tif,242.938,0.798,1.318,0.759,0.940
200,image4_thresholded.tif,200.688,0.844,1.486,0.673,0.932
201,image4_thresholded.tif,425.881,0.708,1.624,0.616,0.896
202,image4_thresholded.tif,210.405,0.835,1.318,0.759,0.925
203,image4_thresholded.tif,192.238,0.825,1.472,0.679,0.925
204,image4_thresholded.tif,33.378,0.828,1.406,0.711,0.868
205,image4_thresholded.tif,197.730,0.936,1.113,0.898,0.954
206,image4_thresholded.tif,195.618,0.766,1.265,0.790,0.906
207,image4_thresholded.tif,434.331,0.808,1.535,0.651,0.945
208,image4_thresholded.tif,203.645,0.850,1.299,0.770,0.936
209,image4_thresholded.tif,178.718,0.794,1.650,0.606,0.922
210,image4_thresholded.tif,335.043,0.855,1.396,0.716,0.947
211,image4_thresholded.tif,227.305,0.839,1.522,0.657,0.938
212,image4_thresholded.tif,242.938,0.706,1.853,0.540,0.873
213,image4_thresholded.tif,218.855,0.896,1.313,0.762,0.952
214,image4_thresholded.tif,205.758,0.854,1.339,0.747,0.930
215,image4_thresholded.tif,207.448,0.916,1.216,0.823,0.948
216,image4_thresholded.tif,169.845,0.772,1.219,0.820,0.901
217,image4_thresholded.tif,213.785,0.804,1.637,0.611,0.930
218,image4_thresholded.tif,206.180,0.897,1.279,0.782,0.941
219,image4_thresholded.tif,469.398,0.809,1.186,0.844,0.937
220,image4_thresholded.tif,171.535,0.832,1.323,0.756,0.921
221,image4_thresholded.tif,220.123,0.844,1.506,0.664,0.946
222,image4_thresholded.tif,404.756,0.786,1.396,0.716,0.944
223,image4_thresholded.tif,171.535,0.857,1.247,0.802,0.924
224,image4_thresholded.tif,183.365,0.679,2.077,0.482,0.895
225,image4_thresholded.tif,193.928,0.844,1.407,0.711,0.929
226,image4_thresholded.tif,222.658,0.824,1.102,0.907,0.930
227,image4_thresholded.tif,175.338,0.832,1.156,0.865,0.925
228,image4_thresholded.tif,325.748,0.786,1.477,0.677,0.936
229,image4_thresholded.tif,71.825,0.877,1.213,0.824,0.897
230,image4_thresholded.tif,213.363,0.856,1.455,0.687,0.947
231,image4_thresholded.tif,193.928,0.892,1.347,0.742,0.947
232,image4_thresholded.tif,209.138,0.835,1.377,0.726,0.941
233,image4_thresholded.tif,207.448,0.795,1.569,0.637,0.926
234,image4_thresholded.tif,364.196,0.758,1.406,0.711,0.899
235,image4_thresholded.tif,301.243,0.911,1.222,0.818,0.957
236,image4_thresholded.tif,195.195,0.781,1.346,0.743,0.912
237,image4_thresholded.tif,179.563,0.889,1.107,0.903,0.943
238,image4_thresholded.tif,183.788,0.800,1.546,0.647,0.922
239,image4_thresholded.tif,200.265,0.854,1.437,0.696,0.937
240,image4_thresholded.tif,337.156,0.735,1.397,0.716,0.917
241,image4_thresholded.tif,188.013,0.859,1.401,0.714,0.938
242,image4_thresholded.tif,207.025,0.822,1.504,0.665,0.932
243,image4_thresholded.tif,195.195,0.857,1.482,0.675,0.932
244,image4_thresholded.tif,190.548,0.808,1.424,0.702,0.926
245,image4_thresholded.tif,187.168,0.798,1.379,0.725,0.918
246,image4_thresholded.tif,321.101,0.887,1.178,0.849,0.949
247,image4_thresholded.tif,225.615,0.849,1.210,0.827,0.925
248,image4_thresholded.tif,327.861,0.671,1.879,0.532,0.924
249,image4_thresholded.tif,180.830,0.758,1.868,0.535,0.915
250,image4_thresholded.tif,167.733,0.854,1.322,0.757,0.923
251,image4_thresholded.tif,206.603,0.713,1.892,0.529,0.925
252,image4_thresholded.tif,188.858,0.806,1.712,0.584,0.927
253,image4_thresholded.tif,244.205,0.675,2.154,0.464,0.887
254,image4_thresholded.tif,201.533,0.877,1.363,0.734,0.946
255,image4_thresholded.tif,196.885,0.824,1.566,0.639,0.926
256,image4_thresholded.tif,333.776,0.830,1.347,0.742,0.942
257,image4_thresholded.tif,267.021,0.893,1.189,0.841,0.946
258,image4_thresholded.tif,210.405,0.929,1.127,0.887,0.949
259,image4_thresholded.tif,178.295,0.721,1.578,0.634,0.908
260,image4_thresholded.tif,238.713,0.824,1.449,0.690,0.922
261,image4_thresholded.tif,298.708,0.893,1.227,0.815,0.948
262,image4_thresholded.tif,189.280,0.896,1.246,0.803,0.945
263,image4_thresholded.tif,222.658,0.695,1.281,0.781,0.908
264,image4_thresholded.tif,222.658,0.860,1.612,0.620,0.945
265,image4_thresholded.tif,212.940,0.806,1.639,0.610,0.921
266,image4_thresholded.tif,206.603,0.899,1.273,0.786,0.944
267,image4_thresholded.tif,201.533,0.895,1.246,0.803,0.949
268,image4_thresholded.tif,187.168,0.833,1.113,0.898,0.920
269,image4_thresholded.tif,152.945,0.881,1.287,0.777,0.935
270,image4_thresholded.tif,214.208,0.802,1.340,0.746,0.924
271,image4_thresholded.tif,414.896,0.804,1.499,0.667,0.944
272,image4_thresholded.tif,275.893,0.895,1.154,0.867,0.944
273,image4_thresholded.tif,325.326,0.734,1.473,0.679,0.913
274,image4_thresholded.tif,212.095,0.809,1.330,0.752,0.928
275,image4_thresholded.tif,206.180,0.776,1.575,0.635,0.911
276,image4_thresholded.tif,379.406,0.870,1.406,0.711,0.948
277,image4_thresholded.tif,193.928,0.796,1.285,0.778,0.942
278,image4_thresholded.tif,189.280,0.838,1.291,0.775,0.952
279,image4_thresholded.tif,198.575,0.842,1.572,0.636,0.933
280,image4_thresholded.tif,207.870,0.784,1.504,0.665,0.916
281,image4_thresholded.tif,506.579,0.626,2.005,0.499,0.887
282,image4_thresholded.tif,195.195,0.821,1.760,0.568,0.933
283,image4_thresholded.tif,345.606,0.806,1.760,0.568,0.942
284,image4_thresholded.tif,174.915,0.904,1.274,0.785,0.940
285,image4_thresholded.tif,23.660,0.825,1.397,0.716,0.836
286,image4_thresholded.tif,173.648,0.884,1.239,0.807,0.939
287,image4_thresholded.tif,347.296,0.825,1.504,0.665,0.949
288,image4_thresholded.tif,195.195,0.850,1.522,0.657,0.938
289,image4_thresholded.tif,190.548,0.802,1.473,0.679,0.927
290,image4_thresholded.tif,189.703,0.885,1.306,0.765,0.947
291,image4_thresholded.tif,148.298,0.739,1.895,0.528,0.900
292,image4_thresholded.tif,352.366,0.803,1.317,0.759,0.948
293,image4_thresholded.tif,190.548,0.736,1.744,0.573,0.928
294,image4_thresholded.tif,154.213,0.847,1.439,0.695,0.935
295,image4_thresholded.tif,113.653,0.644,1.871,0.534,0.872
296,image4_thresholded.tif,174.493,0.720,1.169,0.855,0.921
297,image4_thresholded.tif,175.338,0.893,1.062,0.942,0.943
298,image4_thresholded.tif,465.173,0.832,1.609,0.621,0.950
299,image4_thresholded.tif,209.138,0.737,1.711,0.584,0.916
300,image4_thresholded.tif,196.885,0.699,2.233,0.448,0.926
301,image4_thresholded.tif,198.153,0.845,1.315,0.761,0.929
302,image4_thresholded.tif,217.588,0.825,1.438,0.695,0.937
303,image4_thresholded.tif,166.043,0.859,1.470,0.680,0.937
304,image4_thresholded.tif,196.885,0.840,1.655,0.604,0.940
305,image4_thresholded.tif,128.018,0.528,2.152,0.465,0.866
306,image4_thresholded.tif,212.095,0.813,1.477,0.677,0.926
307,image4_thresholded.tif,163.508,0.886,1.127,0.887,0.926
308,image4_thresholded.tif,208.715,0.758,1.943,0.515,0.924
309,image4_thresholded.tif,395.883,0.696,1.766,0.566,0.892
310,image4_thresholded.tif,210.828,0.749,1.177,0.849,0.923
311,image4_thresholded.tif,183.365,0.850,1.306,0.766,0.930
312,image4_thresholded.tif,189.280,0.792,1.772,0.564,0.920
313,image4_thresholded.tif,175.760,0.815,1.652,0.605,0.927
314,image4_thresholded.tif,230.263,0.747,1.282,0.780,0.892
315,image4_thresholded.tif,325.326,0.858,1.315,0.760,0.949
316,image4_thresholded.tif,353.211,0.779,1.282,0.780,0.933
317,image4_thresholded.tif,184.633,0.864,1.353,0.739,0.935
318,image4_thresholded.tif,65.910,0.874,1.139,0.878,0.904
319,image4_thresholded.tif,177.873,0.797,1.272,0.786,0.917
320,image4_thresholded.tif,185.055,0.846,1.633,0.612,0.935
321,image4_thresholded.tif,120.835,0.732,1.526,0.655,0.885
322,image4_thresholded.tif,197.308,0.830,1.220,0.819,0.924
323,image4_thresholded.tif,202.378,0.858,1.610,0.621,0.931
324,image4_thresholded.tif,378.138,0.610,1.617,0.618,0.899
325,image4_thresholded.tif,363.773,0.684,2.232,0.448,0.927
326,image4_thresholded.tif,196.885,0.840,1.707,0.586,0.943
327,image4_thresholded.tif,204.068,0.778,1.719,0.582,0.926
328,image4_thresholded.tif,169.845,0.878,1.188,0.842,0.924
329,image4_thresholded.tif,142.383,0.927,1.122,0.891,0.939
330,image4_thresholded.tif,187.168,0.843,1.412,0.708,0.933
331,image4_thresholded.tif,169.000,0.707,1.296,0.772,0.913
332,image4_thresholded.tif,193.505,0.837,1.635,0.612,0.926
333,image4_thresholded.tif,177.028,0.828,1.099,0.910,0.926
334,image4_thresholded.tif,193.083,0.845,1.414,0.707,0.936
335,image4_thresholded.tif,358.703,0.828,1.612,0.620,0.943
336,image4_thresholded.tif,184.633,0.861,1.273,0.785,0.934
337,image4_thresholded.tif,188.435,0.837,1.152,0.868,0.925
338,image4_thresholded.tif,185.055,0.851,1.518,0.659,0.946
339,image4_thresholded.tif,397.151,0.736,1.805,0.554,0.913
340,image4_thresholded.tif,363.351,0.876,1.333,0.750,0.954
341,image4_thresholded.tif,595.726,0.613,1.549,0.646,0.885
342,image4_thresholded.tif,177.028,0.809,1.691,0.592,0.921
343,image4_thresholded.tif,50.700,0.821,1.176,0.850,0.873
344,image4_thresholded.tif,157.170,0.603,2.189,0.457,0.853
345,image4_thresholded.tif,340.113,0.829,1.375,0.727,0.940
346,image4_thresholded.tif,192.238,0.859,1.123,0.890,0.941
347,image4_thresholded.tif,327.438,0.809,1.629,0.614,0.952
348,image4_thresholded.tif,30.843,0.907,1.109,0.902,0.918
349,image4_thresholded.tif,182.520,0.846,1.377,0.726,0.926
350,image4_thresholded.tif,176.605,0.886,1.294,0.773,0.943
